,Words,Frequency
27376,австралию,27
27377,наработанный,12
27378,моли,8
27379,бакуловирусом,13
27380,бакуловирусы,24
27381,насекомых,54
27382,бакуловирус,22
27383,встроили,8
27384,целевого,8
27385,заставив,16
27386,протеинов,9
27387,наночастицы,77
27388,сапонины,8
27389,получаемые,10
27390,экстракта,9
27391,мыльного,8
27392,цельновирионные,15
27393,цельноклеточные,15
27394,разрабатывает,91
27395,бета-пропиолактоном,19
27396,уточняется,50
27397,ориентированное,15
27398,индийской,9
27399,разглашения,11
27400,начавшихся,10
27401,кандидаты,36
27402,вирусоподобных,14
27403,платформенные,13
27404,кандидатные,11
27405,вакцин-лидеров,14
27406,масштабном,30
27407,подтвердилось,65
27408,83-процентную,13
27409,хопкинс,21
27410,сопоставим,50
27411,фармпроизводители,51
27412,оксфордским,11
27413,фармкомпанией,13
27414,низкоуглеводная,30
27415,хроническому,24
27416,обязательная,48
27417,популярными,88
27418,распадаются,22
27419,сахаров,14
27420,некрахмалистые,14
27421,сдобу,5
27422,макаронные,10
27423,крахмалистые,12
27424,кукурузу,8
27425,растительную,12
27426,классифицируют,14
27427,углеводами,30
27428,жесткий,28
27429,мягкий,6
27430,озвативших,10
27431,использовался,91
27432,следовании,10
27433,низкожировой,12
27434,стол,20
27435,отвечала,8
27436,поменялось,10
27437,употребляемых,13
27438,практическим,36
27439,запрещен,16
27440,карабаш,7
27441,оэср,4
27442,росздравнадзоре,60
27443,разрешительных,14
27444,незарегистрированных,20
27445,межгосударственных,18
27446,соглашений,20
27447,срочность,18
27448,стремление,20
27449,вакцине-кандидату,17
27450,запросы,21
27451,официальном,99
27452,релизе,12
27453,колл-центре,22
27454,ожидался,8
27455,войти,35
27456,сопровождала,24
27457,передающие,30
27458,обонятельных,24
27459,сустентакулярных,32
27460,справится,27
27461,вызвал,78
27462,повреждены,50
27463,регенерации,44
27464,новогодние,40
27465,праздники,18
27466,пассажиропоток,14
27467,мощностей,27
27468,старшеклассников,48
27469,класс,55
27470,переводиться,12
27471,образовательных,90
27472,продлены,16
27473,городские,36
27474,колледжи,16
27475,дистанте,8
27476,каникулах,18
27477,смягчены,8
27478,формат,30
27479,дистанционного,70
27480,двухнедельных,13
27481,объявленных,22
27482,ученики,14
27483,старшеклассники,15
27484,дистанционному,28
27485,формату,28
27486,младшим,7
27487,онлайн-платформой,34
27488,орегонского,22
27489,плановые,40
27490,эндопротезирование,36
27491,колоноскопия,168
27492,практическую,36
27493,небезопасной,12
27494,операцией,108
27495,готов,65
27496,выждать,14
27497,шесть-восемь,24
27498,инструментальные,48
27499,травматична,11
27500,наркоз,18
27501,протокол,32
27502,называемым,20
27503,считаем,63
27504,новаторский,11
27505,авитал,6
27506,о’глассер,9
27507,вынашиванием,12
27508,теннесси,16
27509,саманта,14
27510,проанализовала,14
27511,репрезентативности,18
27512,весовых,7
27513,эрлих,15
27514,переосмыслении,28
27515,обновлении,10
27516,мамам,20
27517,физическим,40
27518,нагрузкам,9
27519,цельсию,14
27520,возрастала,40
27521,повышали,16
27522,климатом,40
27523,родилась,40
27524,холодном,16
27525,климате,49
27526,пристрастия,22
